,Region,Country,IncomeGroup,IDA Status,Financial closure year,Financial closure Month,Project name,RelatedNames,Type_of_PPI,Subtype of PPI,Project status,dateStatusUpdated,Primary_sector,Subsector,Segment,Location,ContractPeriod,GovtGrantingContract,DirectGovtSupport,DirectGovtSupportValue,InDirectGovtSupport,InDirectGovtSupportValue,Total Equity,InvestmentYear,PercentPrivate,FeesToGovernment,PhysicalAssets,TotalInvestment,CapacityType,Capacity,Technology,RelatedProjects,BidCriteria,AwardMethod,NumberOfBids,Sponsors,Main Revenue Source,Other Revenue Source,MultiLateralSupport,BiLateralSupport,TotalDebtFunding,DebtEquityGrantRatio,ProjectBanks,UnsolicitedProposal,PublicDisclosure,State_Abv,State_Code
1297,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2007,March,Kaliakra Wind Power AD,,Greenfield project,"Build, own, and operate",Active,,Energy,Electricity,Electricity generation,Kaliakra municipality,Not Available,Not Available,Not Available,,Not Available,,,2007,100,Not Available,63.8,63.8,MW,35,Wind,,,License scheme,,Mitsubishi (Not Available / 70% / Japan),Purchase agreements or transmission fees with public entity(ies),,No,No,,,"Mizuho (Not Available / Not Available / $Not Available), 
Japan Bank for International Cooperation (JBIC) (Not Available / Not Available / $Not Available)",Yes,No,TX,4
1298,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2007,October,Ruse Thermal Power Plant ,,Divestiture,Partial,Active,,Energy,Electricity,Electricity generation,Northeastern Ruse ,Not Available,National,Not Available,,Not Available,,,2007,100,117,0,117,MW,400,Coal,,Highest price paid to government,Competitive bidding,3,Mechel (Not Available / 100% / Russian Federation),Not Applicable,,No,No,,,,Yes,No,NH,16
1299,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2007,October,Ruse Thermal Power Plant ,,Divestiture,Partial,Active,,Energy,Electricity,Electricity generation,Northeastern Ruse ,Not Available,National,Not Available,,Not Available,,,2011,100,Not Available,Not Available,Not Available,MW,400,Coal,,Highest price paid to government,Competitive bidding,3,Mechel (Not Available / 100% / Russian Federation),Not Applicable,,No,No,,,,Yes,No,SC,40
1300,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2007,October,Slanchev Briag Electricity Distribution Company,,Divestiture,Full,Active,,Energy,Electricity,Electricity distribution,Black Sea resort of Slanchev Bryag ,Not Available,National,Not Available,,Not Available,,,2007,100,32,0,32,Number of installed connections ( in thousands),3,,,Not Applicable,Not Available,,Energie Versorgung Niederosterreich (EVN) AG (Not Available / 100% / Austria),User fees,,No,No,,,,Yes,No,MN,38
1301,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2007,October,Slanchev Briag Electricity Distribution Company,,Divestiture,Full,Active,,Energy,Electricity,Electricity distribution,Black Sea resort of Slanchev Bryag ,Not Available,National,Not Available,,Not Available,,,2008,100,Not Available,17,17,Number of installed connections ( in thousands),3,,,Not Applicable,Not Available,,Energie Versorgung Niederosterreich (EVN) AG (Not Available / 100% / Austria),User fees,,No,No,,,,Yes,No,MD,33
1302,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2008,December,AES St. Nikolas Wind Farm near Kavarna,,Greenfield project,"Build, own, and operate",Active,12/1/2008,Energy,Electricity,Electricity generation,"near the town of Kavarna, in the north-east of Bulgaria ",12,National,Not Available,,Not Available,,,2008,100,0,370,370,MW,156,Wind,,,License scheme,,AES Corporation (Not Available / 89% / United States),Purchase agreements or transmission fees with public entity(ies),,"EBRD (Loan / $124 Million / 2008), 
IFC (Loan / $55 Million / 2008)",No,,,UniCredit (Not Available / Not Available / $Not Available),Yes,No,UT,35
1303,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2008,November,Paunovo Solar Park,,Greenfield project,"Build, own, and operate",Active,,Energy,Electricity,Electricity generation,"Paunovo village, Ihtiman municipality",Not Available,National,Not Available,,Not Available,,,2008,100,Not Available,5.86,5.86,MW,1,"Solar, PV",,,Not Available,,Advance Equity Holding (Not Available / 100% / Bulgaria),Public purchase agreements or transmission fees with private entity(ies),,EBRD (Loan / $3 Million / 2008),No,,,,Yes,No,NY,8
1304,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2009,December,Blatets Solar Project,,Greenfield project,"Build, own, and operate",Active,,Energy,Electricity,Electricity generation,"Blatets, Sliven municipality",Not Applicable,National,Not Available,,Not Available,,,2009,100,0,4,4,MW,1,"Solar, PV",,,License scheme,,Energie Versorgung Niederosterreich (EVN) AG (Not Available / 100% / Austria),Public purchase agreements or transmission fees with private entity(ies),,No,No,,,,Yes,No,KS,23
1305,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2009,January,Bobov Dol Power Plant,,Divestiture,Full,Active,,Energy,Electricity,Electricity generation,"Bobov Dol, Kyustendil province",Not Applicable,National,Not Available,,Not Available,,,2009,100,75,52,127,MW,630,Coal,,Highest price paid to government,Competitive bidding,1,Energia MK (Not Available / 100% / Bulgaria),Purchase agreements or transmission fees with public entity(ies),Public purchase agreements or transmission fees with private entity(ies),No,No,,,,Yes,No,TN,23
1306,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2009,November,Botevo I Solar Park,,Greenfield project,"Build, own, and operate",Active,,Energy,Electricity,Electricity generation,Botevo,Not Applicable,National,Not Available,,Not Available,,,2009,100,0,11,11,MW,2,"Solar, PV",,,License scheme,,Nobesol (Not Available / 100% / Spain),Public purchase agreements or transmission fees with private entity(ies),,No,No,,,,Yes,No,OK,11
1307,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2009,October,Kamen Briag Wind Project,,Greenfield project,"Build, own, and operate",Active,,Energy,Electricity,Electricity generation,"Kamen Briag, Kavarna municipality",Not Applicable,National,Not Available,,Not Available,,,2009,100,0,37.8,37.8,MW,21,Wind,,,License scheme,,Enel SpA (Not Available / 100% / Italy),Purchase agreements or transmission fees with public entity(ies),,No,No,,,,Yes,No,DE,37
1308,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2009,June,Kavarna Wind Farm,,Greenfield project,"Build, own, and operate",Active,,Energy,Electricity,Electricity generation,"Bulgarevo, Kaliakra municipality",Not Applicable,Local/Municipal,Not Available,,Not Available,,,2009,100,0,132,132,MW,50,Wind,,Not Available,Competitive bidding,Not Applicable,"Energie Versorgung Niederosterreich (EVN) AG (Not Available / 70% / Austria), 
Enertrag (Not Available / 30% / Germany)",Purchase agreements or transmission fees with public entity(ies),,No,No,,,,Yes,No,MA,50
1309,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2010,October,Helios Mokresh Solar Plant,,Greenfield project,"Build, own, and operate",Active,10/1/2010,Energy,Electricity,Electricity generation,Mokresh,25,National,Not Applicable,,Payment Guarantee,Not Available,0,2010,100,Not Available,16.2,16.2,MW,4.2,"Solar, PV",,,License scheme,,Helios Power (Not Available / 100% / Bulgaria),PPA/WPA payments,,No,No,,,Other Commercial Bank  (Not Available / Not Available / $Not Available),No,No,MT,32
1310,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2010,January,Naturkraft Trastikovo Solar Plant,,Greenfield project,"Build, own, and operate",Active,7/1/2011,Energy,Electricity,Electricity generation,"village of Trastikovo, Burgas District ",Not Available,National,Not Applicable,,Payment Guarantee,Not Available,0,2010,100,0,7,7,MW,2,"Solar, PV",,,Not Available,,Energie Versorgung Niederosterreich (EVN) AG (Not Available / Not Available% / Austria),PPA/WPA payments,,No,No,,,,No,No,MN,43
1311,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2010,February,Suvorovo Wind Farm,,Greenfield project,"Build, own, and operate",Active,12/1/2010,Energy,Electricity,Electricity generation,"Suvorovo, 20km from Varna",Not Available,National,Revenue subsidy,Not Available,Not Available,,,2010,100,Not Available,143.64,143.64,MW,60,Wind,,Not Available,Competitive bidding,Not Available,Enhol Group (Not Available / 65% / Spain),Purchase agreements or transmission fees with public entity(ies),,EBRD (Loan / $.. Million / 2010),No,0,71/29,UniCredit (Not Available / Not Available / $Not Available),Yes,No,WA,6
1312,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2011,November,AES Silistra Solar Plant,,Greenfield project,"Build, own, and operate",Active,11/1/2011,Energy,Electricity,Electricity generation,"Silistra, Danube",Not Available,National,Not Applicable,,Payment Guarantee,Not Available,0,2011,100,Not Available,62.4,62.4,MW,20.6,"Solar, PV",,,License scheme,,AES Corporation (Not Available / 100% / United States),PPA/WPA payments,,No,No,62.4,100/0,Soc Gen (Commercial / International / $62.4),No,No,WY,38
1313,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2011,January,Hareon Pobeda & Cherganovo & Karlovo & Kolarovo Solar Plants,,Greenfield project,"Build, own, and operate",Active,,Energy,Electricity,Electricity generation,"Pleven, Kazanlak, Karlovo, Silistra municipalities, Bulgaria",Not Available,National,Not Available,,Payment Guarantee,Not Available,,2011,100,Not Available,248.1,248.1,MW,90.8,"Solar, PV",,,License scheme,,Hareon Solar (Not Available / 100% / China),PPA/WPA payments,,Other  (Loan / $.. Million / 2011),No,,,China Development Bank (CDB) (Not Available / Not Available / $Not Available),Yes,No,AZ,30
1314,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2011,August,Helios Valchedram Solar Plant,,Greenfield project,"Build, own, and operate",Active,8/1/2011,Energy,Electricity,Electricity generation,"Valchedram, Northwestern Bulgaria",20,National,Not Applicable,,Payment Guarantee,Not Available,0,2011,100,Not Available,7.1,7.1,MW,1.8,"Solar, PV",,,License scheme,,Helios Power (Not Available / 100% / Bulgaria),PPA/WPA payments,,No,No,,,,No,No,MA,35
1315,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2011,July,JV CO Bourgas Solar Plant,,Greenfield project,"Build, own, and operate",Active,7/1/2011,Energy,Electricity,Electricity generation,Bourgas,Not Available,National,Not Available,,Not Available,,0,2011,100,0,4,4,MW,1.3,"Solar, PV",,,License scheme,,"ERG Renew (Not Available / Not Available% / Italy), 
Lukoil (Not Available / Not Available% / Russian Federation)",Not Applicable,,No,No,0,0/100,,No,No,MT,12
1316,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2011,June,Kosharevo Solar Plant,,Greenfield project,"Build, own, and operate",Active,6/1/2011,Energy,Electricity,Electricity generation,"Kosharevo, near Breznik",Not Available,National,Not Applicable,,Payment Guarantee,Not Available,0,2011,100,0,10,10,MW,3,"Solar, PV",,,License scheme,,GSG Studena ood (Not Available / Not Available% / Bulgaria),PPA/WPA payments,,No,No,,,,No,No,MA,26
1317,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2011,June,Middle Iskar Cascade SHPPs Phase II,"SHPPs ? Tserovo (3 MW), Opletnya (2, 8 MW) and Prokopanik (3.2 MW)",Greenfield project,"Build, lease, and transfer",Active,6/1/2011,Energy,Electricity,Electricity generation,"Iskar River, municipality of Svoghe",Not Available,National,Not Available,,Payment Guarantee,Not Available,,2011,90,0,34.6,34.6,MW,25.6,"Hydro, Small (<50MW)",,,License scheme,,"Petrolvilla Group (Not Available / 90% / Italy), 
Others (Not Available / 10% / ..)",PPA/WPA payments,,EBRD (Loan / $.. Million / 2011),No,Not Available,61/39,"UniCredit (Commercial / International / $Not Available), 
EBRD (Multilateral / International / $Not Available)",No,No,WI,2
1318,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2011,March,SDN-KEPCO Veliko Tarnovo Solar Plant,Zlataritsa And Samovodene PV,Greenfield project,"Build, own, and operate",Active,3/1/2012,Energy,Electricity,Electricity generation,Zlataritsa municipality; samovodene village,Not Available,National,Not Available,,Payment Guarantee,Not Available,57,2011,100,0,203.49,203.49,MW,42,"Solar, PV",,,License scheme,,"SDN Company ($28.5 / 50% / Korea, Rep.), 
Korea Electric Power Company (KEPCO) ($28.5 / 50% / Korea, Rep.)",PPA/WPA payments,,No, KDB (Loan / $25 Million / 2011),146,72/28,"Korea Development Bank (KDB) (Bilateral / International / $24.3), 
Other State Owned Bank Korea Finance Corporation (Public / International / $24.3), 
Other Hyundai Marine & Fire Insurance, (Institutional / International / $24.3), 
Other Green Cross Insurance (Institutional / International / $24.3), 
Other Commercial Bank KT capital (Commercial / International / $24.3), 
Other Tong Yang Insurance (Institutional / International / $24.3)",No,No,OH,44
1319,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2012,June,Alpiq Vetrocom Wind Farm Phase II,,Greenfield project,"Build, own, and operate",Active,6/1/2012,Energy,Electricity,Electricity generation,City of Kazanlak,Not Available,National,Not Available,,Not Available,,,2012,100,0,47.88,47.88,MW,22.5,Wind,,,Not Available,,Alpiq Holding (Not Available / Not Available% / Switzerland),Sales to wholesale market,,No,No,,,,No,No,NH,40
1320,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2012,May,CEZ Oreshets Solar Plant,,Greenfield project,"Build, own, and operate",Active,5/1/2012,Energy,Electricity,Electricity generation,"Oreshets village, Dimovo Municipality, Vidin District",Not Available,National,Not Applicable,,Not Applicable,,,2012,100,Not Available,13,13,MW,5,"Solar, PV",,,Direct negotiation,,CEZ Group (Not Available / 100% / Czech Republic),Fixed annuity/availability payment(s) from the government,,No,No,,,,No,No,MT,26
1321,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2012,June,EVN Bulgarevo Wind Farm ,,Greenfield project,"Build, own, and operate",Active,6/1/2012,Energy,Electricity,Electricity generation,"Balgarevo and Poruchik Chunchevo village, Cape Kaliakra",Not Available,National,Not Available,,Not Available,,,2012,100,0,133,133,MW,80,Wind,,Not Available,Competitive bidding,Not Available,"Energie Versorgung Niederosterreich (EVN) AG (Not Available / 70% / Austria), 
Enertrag (Not Available / 30% / Germany)",Sales to wholesale market,,No,No,,,,No,No,MN,10
1322,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2012,June,Helios Montana Solar Plant,,Greenfield project,"Build, own, and operate",Active,6/1/2012,Energy,Electricity,Electricity generation,Bulgaria,20,National,Not Applicable,,Payment Guarantee,Not Available,,2012,100,Not Available,11.7,11.7,MW,3,"Solar, PV",,,Direct negotiation,,Helios Power (Not Available / 100% / Bulgaria),PPA/WPA payments,,No,No,,,,No,No,CA,29
1323,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2012,May,Helios Sredetz Solar Plant,,Greenfield project,"Build, own, and operate",Active,5/1/2012,Energy,Electricity,Electricity generation,"Sredetz, Burgas Region, Bulgaria",20,National,Not Applicable,,Payment Guarantee,Not Available,,2012,100,Not Available,7.1,7.1,MW,1.8,"Solar, PV",,,Direct negotiation,,Helios Power (Not Available / 100% / Bulgaria),PPA/WPA payments,,No,No,,,,No,No,ID,41
1324,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2012,June,Helios Yerusalimovo Solar Plant,,Greenfield project,"Build, own, and operate",Active,6/1/2012,Energy,Electricity,Electricity generation,"Yerusalimovo, Bulgaria",20,National,Not Applicable,,Payment Guarantee,Not Available,,2012,100,Not Available,19.5,19.5,MW,5,"Solar, PV",,,Direct negotiation,,Helios Power (Not Available / 100% / Bulgaria),PPA/WPA payments,,No,No,,,,No,No,MA,44
1325,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2012,June,Helios Zelena Svetlina Solar Plant,Sliven,Greenfield project,"Build, own, and operate",Active,6/1/2012,Energy,Electricity,Electricity generation,Bulgaria,20,National,Not Applicable,,Payment Guarantee,Not Available,,2012,100,Not Available,7.8,7.8,MW,2,"Solar, PV",,,Direct negotiation,,Helios Power (Not Available / 100% / Bulgaria),PPA/WPA payments,,No,No,,,,No,No,AR,45
1326,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2012,August,LS/CHINT Yambol Solar Plant,,Greenfield project,"Build, own, and operate",Active,8/1/2012,Energy,Electricity,Electricity generation,"Yambol, Southeast Bulgaria",Not Available,National,Not Applicable,,Payment Guarantee,Not Available,,2012,100,Not Available,37.4,37.4,MW,14.5,"Solar, PV",,,Direct negotiation,,"CHINT Group (Not Available / 50% / China), 
LG Electronics Inc. (Not Available / 50% / Korea, Rep.)",PPA/WPA payments,,No,No,,,,No,No,CA,29
1327,Europe and Central Asia,Bulgaria,Upper middle income,Non-IDA,2012,March,MEMC Karadzhalovo Solar Plant,Karadzhalavo,Greenfield project,"Build, own, and operate",Active,3/1/2012,Energy,Electricity,Electricity generation,"municipality of Parvomay, Plovdiv District",20,National,Not Applicable,,Payment Guarantee,Not Available,73.7,2012,100,Not Available,235.8,235.8,MW,60.4,"Solar, PV",,,Direct negotiation,,ACF Renewables ($73.7 / 100% / Malta),PPA/WPA payments,,"IFC (Loan / $60 Million / 2012), 
IFC (Syndication / $60 Million / 2012)", OPIC (Loan / $43 Million / 2012),162.1,69/31,"UniCredit (Commercial / International / $60), 
OPIC (Bilateral / International / $42.1), 
IFC (Multilateral / International / $60)",No,No,NV,18
